106_giesen_consolidation_the_strategy_axis:1354	NONE
106_giesen_consolidation_the_strategy_axis:1356	NONE
106_giesen_consolidation_the_strategy_axis:1372	102 40 98 
106_giesen_consolidation_the_strategy_axis:1404	108 
106_giesen_consolidation_the_strategy_axis:167	NONE
106_giesen_consolidation_the_strategy_axis:239	93 94 
106_giesen_consolidation_the_strategy_axis:289	NONE
106_giesen_consolidation_the_strategy_axis:299	101 101_probes/p4_what_a_coordinate_buys.py 98_probes/p6_reproduce_the_predecessors_count_and_rung_it.py 
106_giesen_consolidation_the_strategy_axis:310	93 94 98 
106_giesen_consolidation_the_strategy_axis:318	NONE
106_giesen_consolidation_the_strategy_axis:324	NONE
106_giesen_consolidation_the_strategy_axis:331	107 93 93_probes/p7 97 97_probes/p2 
106_giesen_consolidation_the_strategy_axis:333	93_probes/p7 97 97_probes/p2 
106_giesen_consolidation_the_strategy_axis:347	93 94 97 
106_giesen_consolidation_the_strategy_axis:355	93 94 
106_giesen_consolidation_the_strategy_axis:360	93 94 
106_giesen_consolidation_the_strategy_axis:366	93 94 
106_giesen_consolidation_the_strategy_axis:369	103 
106_giesen_consolidation_the_strategy_axis:378	103 106_probes/p3_prewiring_join.py 
106_giesen_consolidation_the_strategy_axis:460	NONE
106_giesen_consolidation_the_strategy_axis:476	NONE
106_giesen_consolidation_the_strategy_axis:499	93 
106_giesen_consolidation_the_strategy_axis:516	93 
106_giesen_consolidation_the_strategy_axis:523	97 97_probes/p3_does_a_conservatism_order_exist.py 
106_giesen_consolidation_the_strategy_axis:530	NONE
106_giesen_consolidation_the_strategy_axis:552	100 
106_giesen_consolidation_the_strategy_axis:578	97 98 
106_giesen_consolidation_the_strategy_axis:596	NONE
106_giesen_consolidation_the_strategy_axis:615	100 
106_giesen_consolidation_the_strategy_axis:687	NONE
106_giesen_consolidation_the_strategy_axis:695	NONE
106_giesen_consolidation_the_strategy_axis:769	NONE
106_giesen_consolidation_the_strategy_axis:796	102 
106_giesen_consolidation_the_strategy_axis:806	103 
106_giesen_consolidation_the_strategy_axis:812	103 
108_lamport_the_pair_attacked:818	NONE
63_spj_consolidation_the_format_concept:116	NONE
63_spj_consolidation_the_format_concept:141	NONE
63_spj_consolidation_the_format_concept:182	NONE
63_spj_consolidation_the_format_concept:188	56_probes/q2_output.txt 
63_spj_consolidation_the_format_concept:207	NONE
63_spj_consolidation_the_format_concept:219	NONE
63_spj_consolidation_the_format_concept:280	55 
63_spj_consolidation_the_format_concept:286	NONE
63_spj_consolidation_the_format_concept:300	42 57 
63_spj_consolidation_the_format_concept:312	59 
63_spj_consolidation_the_format_concept:352	NONE
63_spj_consolidation_the_format_concept:358	NONE
63_spj_consolidation_the_format_concept:364	62 
63_spj_consolidation_the_format_concept:370	62 
63_spj_consolidation_the_format_concept:385	58 
63_spj_consolidation_the_format_concept:389	NONE
63_spj_consolidation_the_format_concept:413	NONE
63_spj_consolidation_the_format_concept:415	58_probes/p1 
63_spj_consolidation_the_format_concept:417	58 58_probes/p1 62 
63_spj_consolidation_the_format_concept:425	57 58 
63_spj_consolidation_the_format_concept:443	NONE
63_spj_consolidation_the_format_concept:444	NONE
63_spj_consolidation_the_format_concept:445	NONE
63_spj_consolidation_the_format_concept:446	NONE
63_spj_consolidation_the_format_concept:473	57_probes/p3.rs 
63_spj_consolidation_the_format_concept:485	59 60 
63_spj_consolidation_the_format_concept:498	57_probes/p6_output.txt 
63_spj_consolidation_the_format_concept:506	NONE
63_spj_consolidation_the_format_concept:515	57 
63_spj_consolidation_the_format_concept:616	NONE
63_spj_consolidation_the_format_concept:625	NONE
63_spj_consolidation_the_format_concept:633	NONE
63_spj_consolidation_the_format_concept:640	NONE
63_spj_consolidation_the_format_concept:649	NONE
63_spj_consolidation_the_format_concept:659	NONE
63_spj_consolidation_the_format_concept:675	NONE
63_spj_consolidation_the_format_concept:683	NONE
63_spj_consolidation_the_format_concept:692	NONE
63_spj_consolidation_the_format_concept:707	NONE
63_spj_consolidation_the_format_concept:727	57_probes/p1 57_probes/p7 
63_spj_consolidation_the_format_concept:731	35_probes/p3 
74_giesen_consolidation_the_number_system_concept:251	71 72 73 
74_giesen_consolidation_the_number_system_concept:273	73 
74_giesen_consolidation_the_number_system_concept:277	NONE
74_giesen_consolidation_the_number_system_concept:475	NONE
74_giesen_consolidation_the_number_system_concept:482	72 
74_giesen_consolidation_the_number_system_concept:488	67 
74_giesen_consolidation_the_number_system_concept:494	NONE
74_giesen_consolidation_the_number_system_concept:501	71 
74_giesen_consolidation_the_number_system_concept:507	NONE
74_giesen_consolidation_the_number_system_concept:513	NONE
74_giesen_consolidation_the_number_system_concept:519	NONE
74_giesen_consolidation_the_number_system_concept:526	NONE
74_giesen_consolidation_the_number_system_concept:536	75 
74_giesen_consolidation_the_number_system_concept:543	68 73 
74_giesen_consolidation_the_number_system_concept:552	NONE
74_giesen_consolidation_the_number_system_concept:558	67 
74_giesen_consolidation_the_number_system_concept:568	NONE
74_giesen_consolidation_the_number_system_concept:575	NONE
74_giesen_consolidation_the_number_system_concept:582	70 
74_giesen_consolidation_the_number_system_concept:590	NONE
74_giesen_consolidation_the_number_system_concept:599	NONE
74_giesen_consolidation_the_number_system_concept:608	65 67 68 
74_giesen_consolidation_the_number_system_concept:614	NONE
74_giesen_consolidation_the_number_system_concept:624	NONE
74_giesen_consolidation_the_number_system_concept:632	65 71 72 73 
74_giesen_consolidation_the_number_system_concept:638	67 
90_giesen_consolidation_derived_algebraic_laws:105	63 76 79 82 
90_giesen_consolidation_derived_algebraic_laws:117	76 88 
90_giesen_consolidation_derived_algebraic_laws:122	76 76_probes/probe1_associativity_exhaustive.rs 76_probes/probe1_output.txt 
90_giesen_consolidation_derived_algebraic_laws:123	76 76_probes/probe1_associativity_exhaustive.rs 76_probes/probe1_output.txt 
90_giesen_consolidation_derived_algebraic_laws:127	79 82_probes/p0_rerun_of_79_p1.rs 
90_giesen_consolidation_derived_algebraic_laws:131	79 82_probes/p0_rerun_of_79_p1.rs 82_probes/p0_rerun_output.txt 
90_giesen_consolidation_derived_algebraic_laws:137	79 79_probes/p1_compositional_predicate_search.rs 79_probes/p1_negative_control.rs 79_probes/p1_negative_output.txt 79_probes/p1_output.txt 
90_giesen_consolidation_derived_algebraic_laws:140	63 79 84 86 89 
90_giesen_consolidation_derived_algebraic_laws:147	68 79_probes/p1_output.txt 80 
90_giesen_consolidation_derived_algebraic_laws:153	80_probes/p1b_computed_law_refuses.rs 
90_giesen_consolidation_derived_algebraic_laws:164	79 
90_giesen_consolidation_derived_algebraic_laws:171	68 76 80_probes/p2_frontier.json 80_probes/p2_frontier.py 80_probes/p2_frontier_output.txt 
90_giesen_consolidation_derived_algebraic_laws:203	74 89_probes/p3_frontier.py 89_probes/p3b_checker_frontier.py 
90_giesen_consolidation_derived_algebraic_laws:207	74 80 
90_giesen_consolidation_derived_algebraic_laws:214	80 81 84 
90_giesen_consolidation_derived_algebraic_laws:216	80 84 84_probes/p1_threshold_family.rs 
90_giesen_consolidation_derived_algebraic_laws:223	68 84 84_probes/p2b_no_band_can_catch_it.rs 86_probes/p0_rerun_of_84_probes.txt 
90_giesen_consolidation_derived_algebraic_laws:231	86 
90_giesen_consolidation_derived_algebraic_laws:237	84 84_probes/p3_transfer_polarity.rs 
90_giesen_consolidation_derived_algebraic_laws:241	86 89 
90_giesen_consolidation_derived_algebraic_laws:252	84 
90_giesen_consolidation_derived_algebraic_laws:262	84 86 86_probes/p1_multivariate_at_real_degree.rs 
90_giesen_consolidation_derived_algebraic_laws:268	86 89 
90_giesen_consolidation_derived_algebraic_laws:280	82 84 84_probes/p4b_certificate_gate.rs 89 89_probes/p2_const_gate.rs 89_probes/p6_signed_window_gate.rs 
90_giesen_consolidation_derived_algebraic_laws:341	80 82 
90_giesen_consolidation_derived_algebraic_laws:372	82 
90_giesen_consolidation_derived_algebraic_laws:380	80 82_probes/p6_const_availability_lattice.rs 
90_giesen_consolidation_derived_algebraic_laws:395	82 83 
90_giesen_consolidation_derived_algebraic_laws:405	82_probes/p7_window_from_outside_the_typestate.rs 85 
90_giesen_consolidation_derived_algebraic_laws:415	80 
90_giesen_consolidation_derived_algebraic_laws:426	80 
90_giesen_consolidation_derived_algebraic_laws:445	80 85 
90_giesen_consolidation_derived_algebraic_laws:451	80_probes/p6_which_chain_laws_reduce_to_arity_three.rs 86 
90_giesen_consolidation_derived_algebraic_laws:464	80 
90_giesen_consolidation_derived_algebraic_laws:470	74 80 
90_giesen_consolidation_derived_algebraic_laws:476	86 87 
90_giesen_consolidation_derived_algebraic_laws:497	86 86_probes/p0_rerun_of_84_probes.txt 89 
90_giesen_consolidation_derived_algebraic_laws:96	76 77 
