02_probes/p1_target_keyed.rs	unstated
02_probes/p2_adjudicator_as_free_key.rs	unstated
02_probes/p3_adjudicator_derived.rs	unstated
02_probes/p4_two_rules.rs	unstated
02_probes/p5_domain_derives_range.rs	unstated
02_probes/p6_run_checks.rs	unstated
02_probes/sign_domain.py	unstated
02_probes/sign_domain2.py	unstated
02_probes/sign_domain3.py	unstated
02_probes/sign_domain4.py	unstated
03_probes/i1_shape_space.py	unstated
03_probes/i2_corrected.py	unstated
03_probes/i3_independent.rs	unstated
03_probes/i4_categories.py	unstated
03_probes/i5_scaling.py	unstated
06_probes/p1_site_enumeration.py	stated
06_probes/p2_overshoot_mechanism.py	unstated
06_probes/p3_formula_vs_extremum.rs	unstated
06_probes/p4_cross_family_join.rs	unstated
06_probes/p5_tight_product_form.py	stated
06_probes/p6_waste_region.py	unstated
06_probes/p7_negctl.rs	unstated
06_probes/p7_tight_form_in_typestate.rs	unstated
07_probes/cmp_asm.py	unstated
07_probes/p1_rounding_adjunction.py	unstated
07_probes/p2_moore_family.py	unstated
07_probes/p3_best_abstraction_closed_form.py	unstated
07_probes/p4_composition_and_forced_adjoint.py	unstated
07_probes/p5_postfixpoint_accumulator.py	unstated
07_probes/p6_core.rs	stated
07_probes/p6_negctl_arm_a.rs	stated
07_probes/p6_negctl_arm_b.rs	stated
07_probes/p6_sufficiency_as_a_bound.rs	unstated
07_probes/p7_moore_completion_cost.py	unstated
08_probes/i1_classify.py	unstated
08_probes/i1b_classify.py	unstated
08_probes/i2_lattice.py	unstated
08_probes/i2b_valid_shapes.py	unstated
08_probes/i2c_join_closure.py	unstated
08_probes/i2d_per_family.py	unstated
08_probes/i2e_corrected_window.py	unstated
08_probes/i3_encoding_and_denotation.py	unstated
08_probes/p3_negctl2.rs	stated
08_probes/p3_segmented_typestate.rs	stated
08_probes/p3_shapes_include.rs	stated
100_probes/cone.py	unstated
100_probes/p1_what_the_instability_is_made_of.py	stated
100_probes/p2_generation_relocates_the_check.py	stated
100_probes/p2b_why_the_strict_rung_caught_nothing.py	stated
100_probes/p3_mutant_generator_bug.rs	stated
100_probes/p3_run.sh	unstated
100_probes/p3_three_encodings.rs	stated
100_probes/p3b_const_eval_scaling.py	unstated
100_probes/p4_the_differential_wants_a_band.py	stated
100_probes/p4b_normalisation_breaks_independence.py	stated
100_probes/p5_the_region_is_written_down_twice.py	unstated
100_probes/p6_verify_my_citations.py	stated
100_probes/p7_the_control_arm_across_every_family_that_has_one.py	stated
100_probes/p8_the_tail_coordinate_is_the_wrong_statistic.py	stated
100_probes/p9_does_the_cost_table_survive_into_the_binary.sh	stated
101_probes/p0_control_identity_on_every_pair.sh	stated
101_probes/p10_the_two_knobs_are_separable.py	unstated
101_probes/p11_separation_against_expressiveness.py	stated
101_probes/p1_the_coordinate_census.py	stated
101_probes/p2_normalisation_is_a_change_of_basis.py	stated
101_probes/p3_the_exchange_rate_and_its_cells.py	stated
101_probes/p4_what_a_coordinate_buys.py	stated
101_probes/p5_an_estimator_is_a_coordinate_choice.py	stated
101_probes/p6_accuracy_is_not_a_per_arm_scalar.py	stated
101_probes/p7_a_fidelity_coordinate/src/main.rs	stated
101_probes/p8_the_region_key_carries_the_thread_count.py	stated
101_probes/p9_verify_my_citations.py	stated
102_probes/p1_the_corpus_compares_cost_at_a_fixed_answer.py	unstated
102_probes/p2_first_version_setup_that_helped.rs	unstated
102_probes/p2_which_of_25s_axes_change_the_answer.rs	unstated
102_probes/p3_first_version_contractive_chain_no_crossing.py	unstated
102_probes/p3_the_crossing_is_an_arm_family.py	unstated
102_probes/p4_is_chain_depth_const_available.rs	stated
102_probes/p5_a_measured_coordinate_over_answer_differing_arms.py	unstated
102_probes/p6_check_my_own_citations.py	stated
103_probes/p1_what_the_committed_data_records.py	unstated
103_probes/p2_two_arms_two_answers/src/main.rs	unstated
103_probes/p3_same_input_two_answers/src/main.rs	unstated
103_probes/p4_the_harness_gate_refuses_a_committed_family/src/main.rs	stated
103_probes/p5_census_what_each_family_pins.py	unstated
103_probes/p6_the_region_census.py	unstated
103_probes/p7_the_constraint_on_real_arms.py	stated
103_probes/p7_the_constraint_on_real_arms/src/main.rs	unstated
103_probes/p8_when_the_gate_was_actually_running.py	unstated
103_probes/p9_check_my_own_citations.py	unstated
106_probes/p2_corpus_counts.sh	unstated
106_probes/p3_prewiring_join.py	unstated
106_probes/p4_check_my_own_citations.py	stated
106_probes/p6_anchor_census.sh	unstated
106_probes/p7_count_the_ratio.sh	unstated
107_probes/p0_test_gate.sh	unstated
107_probes/p10_the_numbers_106_says_it_verified.sh	unstated
107_probes/p11_check_my_own_citations.py	unstated
107_probes/p1_anchor_set_difference.sh	unstated
107_probes/p2_are_the_citations_locatable.sh	unstated
107_probes/p2b_locatable_including_finding_ids.sh	unstated
107_probes/p3_the_set_difference_106_did_not_run.sh	unstated
107_probes/p4_the_four_meaningless_greens.sh	unstated
107_probes/p5_reproduce_the_prewiring_join.sh	unstated
107_probes/p6_the_law_bullet_is_false_at_signed_saturating.sh	unstated
107_probes/p7_droplist_completeness.sh	stated
107_probes/p8_what_the_droplist_missed.sh	unstated
107_probes/p9_the_defence_quotes_half_its_own_source.sh	unstated
108_probes/p0_test_gate.sh	unstated
108_probes/p1_where_observable_came_from.sh	unstated
108_probes/p2_first_version_contracting_chain.rs	unstated
108_probes/p2b_observability_is_decided_by_the_chain.rs	unstated
